fear,0
trauma,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
notokay,0.11252973133585318643579142872113152407109737396240234375
whi,0
kfc,0
buffet,0
georgia,0
kentucki,0
whatareyoudo,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
thi,0.13764592726161584135269322359818033874034881591796875
rapecultur,0
it’,0
discuss,0
week,0
seriou,0
sensit,0
episod,0
despit,0
titl,0
satia,0
imri,0
httpstco0iyjwldrop,0
rt,0
rapecultur,0
man,0
ha,0
femtheologian,0
heartbeatbil,0
histori,0
domest,0
violenc,0
httpstcolv8nlrp6jx,0
reprojustic,0
repro…,0
rapecultur,0
misogyni,0
guysbeingdick,0
httpstcoze4lmoxixz,0
notokay,0.11252973133585318643579142872113152407109737396240234375
problem,0
social,0
media,0
real,0
someon,0
got,0
mad,0
follow,0
😂😂,0
rt,0
amp,0
https…,0
askingforit,0
oneilllo,0
write,0
final,0
respons,0
got,0
dscully101,0
soo,0
blog,0
decid,0
stigma,0
ire,0
rt,0
say,0
rape,0
ladygaga,0
19,0
sexualassault,0
ha,0
ptsd,0
4n0nc47,0
bbc,0
news,0
endrapecultur,0
httpstcoymowlw5qb1,0
…,0
rt,0
act,0
sexualviol,0
stop,0
htt…,0
special,0
humanright,0
baerbelkofl,0
welcom,0
unhrc,0
session,0
southsudan,0
brutal,0
rt,0
rapecultur,0
bustl,0
like,0
evrydayfemin,0
new,0
rendit,0
httpstcov1sj8n00ak,0
babyitscoldoutsid,0
holiday,0
sex,0
say,0
just,0
thehuntingground,0
rapist,0
ask,0
guy,0
woman,0
automat,0
becaus,0
incred,0
disturb,0
rt,0
rapecultur,0
peopl,0
address,0
nyshn,0
urg,0
intenseongo,0
environ,0
pervas,0
societygrow,0
consentcul…,0
rt,0
rapecultur,0
amp,0
2,0
helgaworottjan,0
atau,0
budayaperkosaan,0
tumbuh,0
kuat,0
dalam,0
masyarakat,0
yg,0
menempatkan,0
perempuan,0
sbg,0
obyek,0
seksual,0
rt,0
rapecultur,0
lrihendri,0
obama,0
dreamer,0
america,0
nightmar,0
deport,0
norefuge,0
maga,0
httpstcoqgkmkkhrxu,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
masculinitysofragil,0
httpstco0os0ca6dnq,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
rt,0
sexualviol,0
men,0
address,0
new,0
philipgrant40,0
«when,0
rape»,0
boy,0
transit,0
context,0
theictj,0
re…,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
notokay,0.11252973133585318643579142872113152407109737396240234375
say,0
resist,0
notnorm,0
fakenew,0
want,0
russia,0
countri,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
love,0
endrapecultur,0
wisdomatl,0
rt,0
rapecultur,0
lrihendri,0
obama,0
dreamer,0
america,0
nightmar,0
deport,0
norefuge,0
maga,0
httpstcoqgkmkkhrxu,0
rt,0
rapecultur,0
dont,0
colleg,0
fleetssara,0
deal,0
athlet,0
baylor,0
gopher,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
rapecultur,0
rape,0
rapist,0
doe,0
victimblam,0
doesnt,0
reduc,0
bar,0
httpstcocebfpt0ayj,0
rt,0
takedownmra,0
masculinitysofragil,0
httpstcoffo3niecju,0
rapecultur,0
peopl,0
stop,0
arent,0
pleas,0
theag,0
prolif,0
probirth,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
rapecultur,0
sexist,0
babi,0
cold,0
outsid,0
thing,0
liber,0
claim,0
wouldnt,0
argu,0
all😂,0
masculinitysofragil,0
men,0
2,0
ha,0
talk,0
young,0
wont,0
sit,0
togeth,0
bu,0
turn,0
movi,0
femin,0
group,0
produc,0
notrapecultur,0
enslav,0
human,0
think,0
httpstco0ucb0tpbez,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
rt,0
rapecultur,0
say,0
just,0
white,0
said,0
ask,0
need,0
yolothuglife69,0
dad,0
friend,0
exist,0
ye,0
laugh,0
lol,0
safespace…,0
okay,0.2372923626576894096107395171202369965612888336181640625
notokay,0.11252973133585318643579142872113152407109737396240234375
rt,0
emacornacopia,0
elliottlusztig,0
long,0
gon,0
na,0
pretend,0
posttruth,0
normal,0
fucktrump,0
httpstcof4terhy40,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
rapecultur,0
hypersexu,0
hand,0
notokay,0.11252973133585318643579142872113152407109737396240234375
rt,0
women,0
men,0
laugh,0
feel,0
shame,0
constancezimm,0
harass,0
rt,0
sexualviol,0
right,0
true,0
sarahbeaulieu,0
veri,0
klehous,0
httpstcofxpusm0syk,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
rt,0
repspeier,0
today,0
introduc,0
safe,0
transfer,0
act,0
school,0
treat,0
sexualviol,0
cheat,0
httpstcot…,0
notokay,0.11252973133585318643579142872113152407109737396240234375
rt,0
women,0
men,0
laugh,0
feel,0
shame,0
constancezimm,0
harass,0
thi,0.13764592726161584135269322359818033874034881591796875
peopl,0
say,0
ye,0
dismiss,0
becauseboy,0
stuff,0
yearsdemonstr,0
point,0
have…,0
